id,question,answer,explanation,unit
127,방향족 alcohol로 ester화하면 지방족 alcohol일 때보다 Tg가 높아진다.,O,"[폴리머 재료의 기초 6P] 서술은 맞다. 방향족 alcohol로 ester화하면 지방족 alcohol일 때보다 Tg가 높아진다. 특히 aliphatic alcohol와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 폴리스티렌은 투명한 열가소성 레진이지만 유기용매에 취약하다는 제한점이 있다. divinyl benzene과의 공중합은 불용성 물질을 만들 수 있어 단독 폴리스티렌과 구분된다. 비슷한 재료명이나 반응명을 바꿔 넣는 함정이 잘 생기므로, 비교 기준을 먼저 잡아야 한다.",폴리머 재료의 기초
128,methyl methacrylate는 실온에서 불투명한 고체 분말로만 존재한다.,X,[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 'MMA 물리적 상태'이다. 올바르게는 methyl methacrylate는 실온에서 맑고 투명한 액체이다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 폴리스티렌은 투명한 열가소성 레진이지만 유기용매에 취약하다는 제한점이 있다. divinyl benzene과의 공중합은 불용성 물질을 만들 수 있어 단독 폴리스티렌과 구분된다.,폴리머 재료의 기초
129,"methyl methacrylate의 녹는점은 -48℃, 끓는점은 100.8℃로 제시된다.",O,"[폴리머 재료의 기초 6P] 서술은 맞다. methyl methacrylate의 녹는점은 -48℃, 끓는점은 100.8℃로 제시된다. 특히 PMMA와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다. 수치형 문항은 단위와 기준값이 함께 바뀌는 경우가 많으므로 숫자만 따로 외우면 위험하다.",폴리머 재료의 기초
130,methyl methacrylate는 중합반응열이 거의 없고 증기압이 매우 낮다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 'MMA 반응열·증기압'이다. 올바르게는 methyl methacrylate는 중합반응열이 12.9 Kcal/mol이고 증기압이 매우 높다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다.",폴리머 재료의 기초
131,"methyl methacrylate는 자외선, 가시광선, 열에 의해 중합이 개시될 수 있다.",O,"[폴리머 재료의 기초 6P] 서술은 맞다. methyl methacrylate는 자외선, 가시광선, 열에 의해 중합이 개시될 수 있다. 특히 cyanoacrylate와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다. 반응기전은 어떤 결합이 끊어지고 어떤 활성점이 생기는지를 중심으로 보면 문장이 정리된다.",폴리머 재료의 기초
132,치과용 methyl methacrylate는 주로 약염기성 물에 의해만 중합된다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 '치과용 MMA 중합 방식'이다. 올바르게는 치과용 methyl methacrylate는 주로 화학물질에 의해 중합된다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다.",폴리머 재료의 기초
133,"methyl methacrylate의 중합도는 온도, 활성화 방식, 개시제 종류와 농도, 화학성분 순도에 영향을 받는다.",O,"[폴리머 재료의 기초 6P] 서술은 맞다. methyl methacrylate의 중합도는 온도, 활성화 방식, 개시제 종류와 농도, 화학성분 순도에 영향을 받는다. 특히 중합도와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다. 결과만 외우기보다 그 결과가 생기는 구조적 이유를 함께 보면 X문항의 방향 전환을 잡기 쉽다.",폴리머 재료의 기초
134,methyl methacrylate는 중합 시 부피수축이 거의 없고 팽창만 일어난다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 'MMA 중합수축'이다. 올바르게는 methyl methacrylate는 중합 시 약 21%의 부피수축을 보인다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다.",폴리머 재료의 기초
135,MMA의 큰 중합수축 때문에 의치 제작에는 PMMA 분말과 함께 혼합해 사용한다.,O,"[폴리머 재료의 기초 6P] 서술은 맞다. MMA의 큰 중합수축 때문에 의치 제작에는 PMMA 분말과 함께 혼합해 사용한다. 특히 PMMA와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다. 결과만 외우기보다 그 결과가 생기는 구조적 이유를 함께 보면 X문항의 방향 전환을 잡기 쉽다.",폴리머 재료의 기초
136,PMMA는 불투명하고 매우 부드러운 탄성중합체이다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 'PMMA 기본 성질'이다. 올바르게는 PMMA는 투명하고 단단한 레진이다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다.",폴리머 재료의 기초
137,"PMMA는 상온 경화, 작은 중합수축, 우수한 열팽창계수와 색안정성을 보인다.",O,"[폴리머 재료의 기초 6P] 서술은 맞다. PMMA는 상온 경화, 작은 중합수축, 우수한 열팽창계수와 색안정성을 보인다. 특히 MMA와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다. 장점과 단점은 함께 출제되기 쉬우며, 장점만 보고 모든 성질이 좋아진다고 일반화하면 안 된다.",폴리머 재료의 기초
138,PMMA는 경화시간이 매우 빨라 작업시간 확보가 어렵지 않다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 'PMMA 경화속도'이다. 올바르게는 PMMA는 경화시간이 매우 느리다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 아크릴 계열은 산 형태와 에스테르 형태를 구분해야 한다. 카르복실기의 극성은 물흡수와 강도 감소로 이어질 수 있고, 에스테르화와 side chain 구조는 Tg를 바꾼다.",폴리머 재료의 기초
139,PMMA는 자외선에 의해 변색되지 않고 열에 안정하며 약 125℃에서 연화된다.,O,"[폴리머 재료의 기초 6P] 서술은 맞다. PMMA는 자외선에 의해 변색되지 않고 열에 안정하며 약 125℃에서 연화된다. 특히 PVAc와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다. 수치형 문항은 단위와 기준값이 함께 바뀌는 경우가 많으므로 숫자만 따로 외우면 위험하다.",폴리머 재료의 기초
140,PMMA는 물속에 1주간 침전해도 흡습이 전혀 일어나지 않는다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 'PMMA 흡습 수치'이다. 올바르게는 PMMA는 물속에 1주간 침전하면 약 0.5%의 무게 증가를 보일 수 있다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다.",폴리머 재료의 기초
141,PMMA의 비정질 구조는 내부 에너지가 높아 분자 내 확산이 쉬운 특성과 관련된다.,O,"[폴리머 재료의 기초 6P] 서술은 맞다. PMMA의 비정질 구조는 내부 에너지가 높아 분자 내 확산이 쉬운 특성과 관련된다. 특히 결정질와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다. 결과만 외우기보다 그 결과가 생기는 구조적 이유를 함께 보면 X문항의 방향 전환을 잡기 쉽다.",폴리머 재료의 기초
142,PMMA는 에스테르화되면 물과의 모든 상호작용이 완전히 사라진다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 'PMMA와 물 상호작용'이다. 올바르게는 PMMA는 에스테르화 후에도 소량의 물과 수소결합을 형성할 수 있다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다.",폴리머 재료의 기초
143,PMMA의 분자량이 증가하면 흡습성은 감소한다.,O,"[폴리머 재료의 기초 6P] 서술은 맞다. PMMA의 분자량이 증가하면 흡습성은 감소한다. 특히 중합도와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다. 증가·감소 방향이 바뀌면 같은 용어가 들어가도 전혀 다른 서술이 된다.",폴리머 재료의 기초
144,사슬형 PMMA는 모든 유기용매에 대해 완전히 불용성이다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 'PMMA 용해성'이다. 올바르게는 사슬형 PMMA는 클로로포름, 아세톤 같은 유기용매에 용해될 수 있다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다.",폴리머 재료의 기초
145,에폭시 레진은 열경화성 레진이며 실온에서 점성을 가진다.,O,"[폴리머 재료의 기초 6P] 서술은 맞다. 에폭시 레진은 열경화성 레진이며 실온에서 점성을 가진다. 특히 PMMA와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다. 비슷한 재료명이나 반응명을 바꿔 넣는 함정이 잘 생기므로, 비교 기준을 먼저 잡아야 한다.",폴리머 재료의 기초
146,에폭시 고리는 매우 안정하여 개환되지 않고 어떤 화합물과도 반응하지 않는다.,X,"[폴리머 재료의 기초 6P] 서술은 틀렸다. 틀린 지점은 '에폭시 고리 반응성'이다. 올바르게는 에폭시 고리는 불안정하여 쉽게 개환되고 수소원자를 가진 화합물과 결합할 수 있다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다.",폴리머 재료의 기초
147,diglycidyl ether of bisphenol-A가 methacrylic acid와 반응하면 bis-GMA가 형성된다.,O,"[폴리머 재료의 기초 6P] 서술은 맞다. diglycidyl ether of bisphenol-A가 methacrylic acid와 반응하면 bis-GMA가 형성된다. 특히 PMMA와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 메틸메타크릴레이트는 액상 단량체로, 높은 증기압과 큰 중합수축 때문에 단독 사용보다 PMMA 분말과의 혼합이 중요하다. 중합 조건에 따라 중합도가 달라지는 점도 함께 연결된다. 성분명은 비슷해 보여도 개시제, 활성제, 반응기처럼 역할이 다르면 정답이 달라진다.",폴리머 재료의 기초
